Discipline,FinalOutcome,Sum of SatisfactionRating,Year,Quarter,Month,Day,Sum of SessionLengthMin,StudentLevel,TaskType,Sum of TotalPrompts,UsedAgain,Sum of AI_AssistanceLevel
Biology,Assignment Completed,3.2,2025,Qtr 2,June,19,2.34,Undergraduate,Writing,1,FALSE,4
Biology,Assignment Completed,7.3,2025,Qtr 2,June,20,41.44,Undergraduate,Coding,11,TRUE,6
Biology,Assignment Completed,2.9,2025,Qtr 2,June,21,15.84,High School,Coding,6,TRUE,4
Biology,Assignment Completed,1,2025,Qtr 2,June,21,9.13,Undergraduate,Writing,2,TRUE,1
Biology,Assignment Completed,4,2025,Qtr 2,June,22,13.03,Graduate,Writing,3,TRUE,3
Biology,Assignment Completed,3.5,2025,Qtr 2,June,22,34.73,Undergraduate,Studying,7,TRUE,3
Biology,Assignment Completed,4.3,2025,Qtr 2,June,23,5.84,High School,Coding,2,TRUE,4
Biology,Assignment Completed,5,2025,Qtr 2,June,23,12.93,Undergraduate,Studying,3,FALSE,4
Biology,Assignment Completed,5,2025,Qtr 2,June,24,32.65,Undergraduate,Coding,7,TRUE,4
Biology,Confused,4.5,2024,Qtr 2,June,25,30.26,Graduate,Studying,6,FALSE,5
Biology,Confused,4.1,2024,Qtr 3,July,1,8.92,Undergraduate,Studying,2,FALSE,4
Biology,Confused,1,2024,Qtr 3,July,4,59.7,High School,Homework Help,26,FALSE,2
Biology,Confused,4.2,2024,Qtr 3,July,5,15.28,Undergraduate,Coding,4,TRUE,5
Biology,Confused,5,2024,Qtr 3,July,7,11.91,Undergraduate,Studying,3,TRUE,5
Biology,Confused,4.1,2024,Qtr 3,July,11,24.28,Undergraduate,Homework Help,7,FALSE,4
Biology,Confused,4.3,2024,Qtr 3,July,13,38.18,Undergraduate,Studying,10,TRUE,4
Biology,Confused,3.7,2024,Qtr 3,July,14,6.75,Graduate,Research,1,FALSE,3
Biology,Confused,1.2,2024,Qtr 3,July,19,7.52,Undergraduate,Coding,2,FALSE,2
Biology,Confused,1.2,2024,Qtr 3,July,19,5.76,Undergraduate,Writing,1,TRUE,1
Biology,Confused,1.7,2024,Qtr 3,July,21,17.21,Undergraduate,Homework Help,3,FALSE,3
Biology,Confused,1.7,2024,Qtr 3,July,23,4.93,Undergraduate,Studying,1,TRUE,2
Biology,Confused,5,2024,Qtr 3,July,24,2.83,High School,Writing,1,TRUE,5
Biology,Confused,2.4,2024,Qtr 3,July,27,42.75,Undergraduate,Coding,11,FALSE,3
Biology,Confused,1.6,2024,Qtr 3,July,28,27.47,Undergraduate,Coding,6,FALSE,2
Biology,Confused,3.1,2024,Qtr 3,July,28,17.72,Undergraduate,Homework Help,4,FALSE,3
Biology,Confused,1.7,2024,Qtr 3,July,29,32.19,Graduate,Writing,12,FALSE,2
Biology,Confused,2.7,2024,Qtr 3,July,29,6.39,Undergraduate,Homework Help,1,FALSE,3
Biology,Confused,5,2024,Qtr 3,July,30,9.23,Undergraduate,Studying,2,TRUE,4
Biology,Confused,1.9,2024,Qtr 3,August,2,4.59,Undergraduate,Homework Help,1,FALSE,2
Biology,Confused,2.8,2024,Qtr 3,August,5,14.37,Undergraduate,Writing,3,TRUE,3
Biology,Confused,4,2024,Qtr 3,August,6,37.36,Undergraduate,Studying,14,FALSE,4
Biology,Confused,5.9,2024,Qtr 3,August,7,34.08,Undergraduate,Coding,7,FALSE,6
Biology,Confused,5,2024,Qtr 3,August,8,12.48,Graduate,Coding,4,TRUE,5
Biology,Confused,3.7,2024,Qtr 3,August,9,12.77,Undergraduate,Writing,2,TRUE,4
Biology,Confused,4.7,2024,Qtr 3,August,10,7.09,Graduate,Studying,2,TRUE,4
Biology,Confused,4.4,2024,Qtr 3,August,10,10.01,High School,Studying,3,TRUE,4
Biology,Confused,1.2,2024,Qtr 3,August,10,17.39,Undergraduate,Homework Help,5,FALSE,2
Biology,Confused,3.7,2024,Qtr 3,August,12,17.67,Graduate,Homework Help,6,FALSE,4
Biology,Confused,5,2024,Qtr 3,August,13,37.8,Undergraduate,Coding,8,FALSE,5
Biology,Confused,4.9,2024,Qtr 3,August,16,2.18,Undergraduate,Homework Help,1,FALSE,5
Biology,Confused,5,2024,Qtr 3,August,17,28.33,High School,Coding,12,FALSE,5
Biology,Confused,5,2024,Qtr 3,August,17,14.31,Undergraduate,Homework Help,3,TRUE,5
Biology,Confused,3.2,2024,Qtr 3,August,20,16.02,High School,Research,3,FALSE,3
Biology,Confused,2.7,2024,Qtr 3,August,20,30.87,Undergraduate,Research,6,FALSE,3
Biology,Confused,5,2024,Qtr 3,August,20,10.27,Undergraduate,Studying,2,TRUE,5
Biology,Confused,3.7,2024,Qtr 3,August,22,22.8,Undergraduate,Writing,4,FALSE,4
Biology,Confused,2.9,2024,Qtr 3,August,26,12.52,Graduate,Coding,2,TRUE,2
Biology,Confused,4.5,2024,Qtr 3,August,26,16.51,Undergraduate,Homework Help,6,TRUE,4
Biology,Confused,3.3,2024,Qtr 3,August,26,38.23,Undergraduate,Writing,12,TRUE,2
Biology,Confused,4.4,2024,Qtr 3,August,29,31.03,Graduate,Coding,12,TRUE,4
Biology,Confused,5,2024,Qtr 3,August,30,12.46,Undergraduate,Homework Help,5,FALSE,5
Biology,Confused,2.3,2024,Qtr 3,August,30,8.21,Undergraduate,Studying,1,TRUE,3
Biology,Confused,3.4,2024,Qtr 3,August,31,21.87,Undergraduate,Writing,9,FALSE,4
Biology,Confused,1,2024,Qtr 3,September,1,13.87,Undergraduate,Studying,3,FALSE,1
Biology,Confused,4.7,2024,Qtr 3,September,3,10.12,Graduate,Studying,3,TRUE,5
Biology,Confused,1.7,2024,Qtr 3,September,3,14.35,High School,Coding,6,FALSE,2
Biology,Confused,3.9,2024,Qtr 3,September,4,27.07,Undergraduate,Homework Help,7,TRUE,4
Biology,Confused,5,2024,Qtr 3,September,5,12.63,Graduate,Research,2,TRUE,5
Biology,Confused,3.8,2024,Qtr 3,September,6,26.97,High School,Coding,7,FALSE,3
Biology,Confused,2.7,2024,Qtr 3,September,7,8.24,Graduate,Homework Help,1,FALSE,3
Biology,Confused,4.5,2024,Qtr 3,September,8,53.5,Graduate,Homework Help,13,TRUE,3
Biology,Confused,1.2,2024,Qtr 3,September,8,11.75,Undergraduate,Brainstorming,2,TRUE,1
Biology,Confused,5,2024,Qtr 3,September,8,20.9,Undergraduate,Coding,4,FALSE,5
Biology,Confused,3.9,2024,Qtr 3,September,12,26.32,High School,Coding,12,TRUE,3
Biology,Confused,3.4,2024,Qtr 3,September,15,6.53,Undergraduate,Homework Help,1,TRUE,4
Biology,Confused,2,2024,Qtr 3,September,20,0.76,High School,Homework Help,1,FALSE,3
Biology,Confused,2.4,2024,Qtr 3,September,21,5.27,Undergraduate,Coding,1,TRUE,2
Biology,Confused,2.3,2024,Qtr 3,September,21,11.05,Undergraduate,Homework Help,4,TRUE,3
Biology,Confused,3.4,2024,Qtr 3,September,24,8.11,High School,Brainstorming,1,FALSE,3
Biology,Confused,4.9,2024,Qtr 3,September,24,35.52,Undergraduate,Homework Help,9,TRUE,5
Biology,Confused,7.5,2024,Qtr 3,September,25,37.11,Undergraduate,Writing,9,TRUE,9
Biology,Confused,2.8,2024,Qtr 3,September,27,33.19,High School,Studying,15,TRUE,3
Biology,Confused,4.7,2024,Qtr 3,September,27,20.51,Undergraduate,Homework Help,5,FALSE,5
Biology,Confused,4.7,2024,Qtr 3,September,28,22.19,High School,Writing,4,FALSE,4
Biology,Confused,3.3,2024,Qtr 4,October,2,27.59,Graduate,Studying,5,FALSE,3
Biology,Confused,1,2024,Qtr 4,October,3,5.57,Graduate,Homework Help,2,FALSE,1
Biology,Confused,4.2,2024,Qtr 4,October,3,14.76,High School,Homework Help,5,FALSE,3
Biology,Confused,4.9,2024,Qtr 4,October,3,30.82,High School,Studying,8,FALSE,4
Biology,Confused,3.7,2024,Qtr 4,October,3,23.89,Undergraduate,Homework Help,8,FALSE,4
Biology,Confused,3.1,2024,Qtr 4,October,5,54.73,Undergraduate,Coding,25,FALSE,4
Biology,Confused,4.1,2024,Qtr 4,October,6,2.38,High School,Writing,1,FALSE,4
Biology,Confused,2.4,2024,Qtr 4,October,7,21.23,Graduate,Writing,8,FALSE,3
Biology,Confused,2.3,2024,Qtr 4,October,8,3.49,Undergraduate,Coding,1,FALSE,3
Biology,Confused,2.5,2024,Qtr 4,October,15,44.36,Graduate,Writing,11,FALSE,3
Biology,Confused,3.7,2024,Qtr 4,October,15,9.73,Undergraduate,Homework Help,3,FALSE,4
Biology,Confused,3.5,2024,Qtr 4,October,18,2.39,High School,Research,1,TRUE,3
Biology,Confused,3.5,2024,Qtr 4,October,19,10.79,Graduate,Studying,3,TRUE,4
Biology,Confused,2.5,2024,Qtr 4,October,19,10.74,Undergraduate,Studying,4,FALSE,3
Biology,Confused,2.2,2024,Qtr 4,October,20,26.64,Graduate,Homework Help,5,FALSE,3
Biology,Confused,3.2,2024,Qtr 4,October,22,19.87,Undergraduate,Studying,5,FALSE,3
Biology,Confused,1.3,2024,Qtr 4,October,24,31.38,Graduate,Studying,11,FALSE,2
Biology,Confused,5,2024,Qtr 4,October,25,14.97,High School,Studying,5,FALSE,4
Biology,Confused,5,2024,Qtr 4,October,27,8.5,Undergraduate,Studying,2,FALSE,5
Biology,Confused,4.2,2024,Qtr 4,November,2,32,Undergraduate,Writing,7,FALSE,4
Biology,Confused,4,2024,Qtr 4,November,4,26.24,Undergraduate,Studying,6,FALSE,4
Biology,Confused,1.9,2024,Qtr 4,November,20,20.79,Graduate,Coding,6,FALSE,4
Biology,Confused,1.4,2024,Qtr 4,November,21,13.25,Undergraduate,Research,4,FALSE,2
Biology,Confused,4.3,2024,Qtr 4,November,22,32.09,High School,Studying,8,FALSE,3
Biology,Confused,1.7,2024,Qtr 4,November,23,24.02,High School,Studying,5,TRUE,3
Biology,Confused,4.5,2024,Qtr 4,November,26,37.47,Undergraduate,Coding,18,FALSE,4
Biology,Confused,5,2024,Qtr 4,November,28,13,Graduate,Writing,2,FALSE,5
Biology,Confused,4.3,2024,Qtr 4,November,30,26.94,High School,Homework Help,10,FALSE,3
Biology,Confused,4,2024,Qtr 4,December,4,40.95,Graduate,Studying,12,TRUE,4
Biology,Confused,1.3,2024,Qtr 4,December,5,34.25,High School,Writing,12,FALSE,3
Biology,Confused,3.1,2024,Qtr 4,December,6,55.35,Undergraduate,Coding,20,FALSE,3
Biology,Confused,3.8,2024,Qtr 4,December,8,19.34,Graduate,Studying,4,FALSE,4
Biology,Confused,3.4,2024,Qtr 4,December,9,12.94,High School,Homework Help,3,FALSE,2
Biology,Confused,3.6,2024,Qtr 4,December,9,15.27,Undergraduate,Writing,7,TRUE,4
Biology,Confused,4.5,2024,Qtr 4,December,13,5.67,Undergraduate,Writing,1,FALSE,5
Biology,Confused,5,2024,Qtr 4,December,14,32.96,Graduate,Research,11,TRUE,5
Biology,Confused,3.4,2024,Qtr 4,December,14,34.72,Undergraduate,Research,7,TRUE,3
Biology,Confused,4.4,2024,Qtr 4,December,16,5.12,High School,Homework Help,1,FALSE,5
Biology,Confused,4.7,2024,Qtr 4,December,17,58.58,High School,Research,22,FALSE,4
Biology,Confused,3.4,2024,Qtr 4,December,17,28.75,Undergraduate,Homework Help,10,FALSE,3
Biology,Confused,1.9,2024,Qtr 4,December,18,26.53,Undergraduate,Studying,12,FALSE,3
Biology,Confused,2.9,2024,Qtr 4,December,19,37.32,Undergraduate,Studying,17,TRUE,3
Biology,Confused,4.3,2024,Qtr 4,December,20,7.31,Undergraduate,Coding,1,FALSE,4
Biology,Confused,3.8,2024,Qtr 4,December,22,1.86,Undergraduate,Homework Help,1,TRUE,5
Biology,Confused,5,2024,Qtr 4,December,22,34.69,Undergraduate,Writing,7,TRUE,5
Biology,Confused,1.7,2024,Qtr 4,December,23,2.89,Undergraduate,Writing,1,FALSE,2
Biology,Confused,4,2024,Qtr 4,December,25,7.43,Undergraduate,Coding,3,FALSE,5
Biology,Confused,5,2024,Qtr 4,December,27,8.59,Undergraduate,Writing,2,FALSE,5
Biology,Confused,2.1,2024,Qtr 4,December,29,18.84,High School,Coding,8,TRUE,2
Biology,Confused,2.6,2025,Qtr 1,January,2,26.9,Undergraduate,Writing,6,TRUE,4
Biology,Confused,4,2025,Qtr 1,January,6,50.58,Undergraduate,Coding,22,FALSE,4
Biology,Confused,5.1,2025,Qtr 1,January,7,14.69,Graduate,Homework Help,5,FALSE,7
Biology,Confused,4.3,2025,Qtr 1,January,8,22.04,High School,Homework Help,7,FALSE,4
Biology,Confused,3.9,2025,Qtr 1,January,9,4.14,High School,Homework Help,1,FALSE,4
Biology,Confused,1.5,2025,Qtr 1,January,9,28.38,Undergraduate,Research,7,FALSE,2
Biology,Confused,4.9,2025,Qtr 1,January,10,22.5,Graduate,Studying,10,FALSE,3
Biology,Confused,1,2025,Qtr 1,January,10,15.28,Graduate,Writing,6,FALSE,1
Biology,Confused,2.3,2025,Qtr 1,January,10,7.67,Undergraduate,Homework Help,1,TRUE,4
Biology,Confused,2.8,2025,Qtr 1,January,11,9.69,High School,Coding,3,TRUE,4
Biology,Confused,2.8,2025,Qtr 1,January,13,8.21,Graduate,Homework Help,3,TRUE,3
Biology,Confused,4.1,2025,Qtr 1,January,14,17.48,Undergraduate,Coding,3,FALSE,3
Biology,Confused,2.5,2025,Qtr 1,January,14,18.19,Undergraduate,Homework Help,3,FALSE,3
Biology,Confused,2.6,2025,Qtr 1,January,15,19.86,Graduate,Writing,8,FALSE,3
Biology,Confused,1.5,2025,Qtr 1,January,15,14.28,Undergraduate,Coding,3,FALSE,3
Biology,Confused,4.6,2025,Qtr 1,January,17,43.5,High School,Coding,16,FALSE,4
Biology,Confused,5,2025,Qtr 1,January,18,10.9,High School,Homework Help,3,TRUE,5
Biology,Confused,3.9,2025,Qtr 1,January,18,11.98,Undergraduate,Brainstorming,4,TRUE,5
Biology,Confused,1,2025,Qtr 1,January,19,10.57,High School,Writing,3,FALSE,2
Biology,Confused,1.2,2025,Qtr 1,January,19,3.26,Undergraduate,Homework Help,1,FALSE,2
Biology,Confused,5,2025,Qtr 1,January,24,12.71,High School,Studying,2,FALSE,5
Biology,Confused,3,2025,Qtr 1,January,25,19.22,Undergraduate,Homework Help,3,TRUE,4
Biology,Confused,2.4,2025,Qtr 1,January,25,51.09,Undergraduate,Studying,10,FALSE,3
Biology,Confused,1.8,2025,Qtr 1,January,29,33.11,Graduate,Writing,10,FALSE,2
Biology,Confused,4.9,2025,Qtr 1,January,29,28.86,Undergraduate,Coding,7,TRUE,5
Biology,Confused,5,2025,Qtr 1,January,29,20.24,Undergraduate,Studying,6,FALSE,5
Biology,Confused,3.1,2025,Qtr 1,January,30,7.66,Undergraduate,Coding,2,TRUE,3
Biology,Confused,2.5,2025,Qtr 1,February,1,29.35,Undergraduate,Studying,10,FALSE,3
Biology,Confused,4.1,2025,Qtr 1,February,4,5.67,Undergraduate,Research,1,TRUE,4
Biology,Confused,2.8,2025,Qtr 1,February,7,47.69,High School,Writing,15,FALSE,3
Biology,Confused,3.6,2025,Qtr 1,February,9,21.9,Undergraduate,Homework Help,10,FALSE,4
Biology,Confused,3.6,2025,Qtr 1,February,10,18.74,Undergraduate,Homework Help,5,TRUE,4
Biology,Confused,2.6,2025,Qtr 1,February,14,47.14,High School,Studying,14,TRUE,3
Biology,Confused,4.8,2025,Qtr 1,February,14,19.32,Undergraduate,Coding,6,FALSE,4
Biology,Confused,4.2,2025,Qtr 1,February,15,22.81,Graduate,Writing,10,FALSE,5
Biology,Confused,1.9,2025,Qtr 1,February,15,14.56,High School,Coding,2,TRUE,2
Biology,Confused,3.1,2025,Qtr 1,February,15,7.81,Undergraduate,Writing,2,FALSE,3
Biology,Confused,1.9,2025,Qtr 1,February,16,9.52,Graduate,Studying,4,FALSE,2
Biology,Confused,1.2,2025,Qtr 1,February,17,5.47,Graduate,Writing,1,FALSE,2
Biology,Confused,2.9,2025,Qtr 1,February,18,2.69,High School,Studying,1,FALSE,3
Biology,Confused,5,2025,Qtr 1,February,19,5.6,Undergraduate,Homework Help,1,FALSE,5
Biology,Confused,4.5,2025,Qtr 1,February,20,15.11,Undergraduate,Studying,3,TRUE,4
Biology,Confused,2.3,2025,Qtr 1,February,22,2.73,Undergraduate,Studying,1,FALSE,3
Biology,Confused,3.9,2025,Qtr 1,February,24,48.3,Graduate,Studying,10,FALSE,3
Biology,Confused,6.8,2025,Qtr 1,February,25,75.36,Undergraduate,Homework Help,16,TRUE,6
Biology,Confused,3,2025,Qtr 1,March,1,21.68,Undergraduate,Writing,5,FALSE,3
Biology,Confused,4.8,2025,Qtr 1,March,4,24.16,Undergraduate,Studying,6,TRUE,5
Biology,Confused,4.4,2025,Qtr 1,March,5,41.06,Undergraduate,Studying,10,FALSE,4
Biology,Confused,2.4,2025,Qtr 1,March,7,20.52,Graduate,Homework Help,5,TRUE,4
Biology,Confused,4.6,2025,Qtr 1,March,7,21.12,Undergraduate,Homework Help,7,FALSE,4
Biology,Confused,5,2025,Qtr 1,March,11,25.6,Undergraduate,Homework Help,6,FALSE,4
Biology,Confused,2.3,2025,Qtr 1,March,12,22.32,Undergraduate,Writing,5,FALSE,3
Biology,Confused,1.8,2025,Qtr 1,March,16,13.6,Graduate,Studying,2,TRUE,3
Biology,Confused,3.3,2025,Qtr 1,March,17,9.2,High School,Studying,2,FALSE,3
Biology,Confused,2.4,2025,Qtr 1,March,19,5.5,Undergraduate,Homework Help,1,TRUE,3
Biology,Confused,5,2025,Qtr 1,March,20,20.7,Graduate,Coding,5,FALSE,4
Biology,Confused,3.5,2025,Qtr 1,March,24,7.27,Undergraduate,Homework Help,2,TRUE,3
Biology,Confused,4.2,2025,Qtr 1,March,25,8.54,Graduate,Homework Help,2,FALSE,5
Biology,Confused,1.8,2025,Qtr 1,March,28,12.49,Undergraduate,Studying,6,FALSE,2
Biology,Confused,3.9,2025,Qtr 1,March,28,110.81,Undergraduate,Writing,39,TRUE,3
Biology,Confused,1,2025,Qtr 1,March,29,13.52,Undergraduate,Homework Help,4,FALSE,1
Biology,Confused,2.6,2025,Qtr 1,March,29,3.56,Undergraduate,Homework Help,1,TRUE,3
Biology,Confused,4.1,2025,Qtr 1,March,29,35.9,Undergraduate,Studying,15,TRUE,4
Biology,Confused,2,2025,Qtr 2,April,1,6.62,Undergraduate,Brainstorming,1,FALSE,2
Biology,Confused,3.6,2025,Qtr 2,April,2,81.47,Undergraduate,Coding,33,TRUE,4
Biology,Confused,3.2,2025,Qtr 2,April,4,15.25,High School,Studying,3,TRUE,3
Biology,Confused,3.5,2025,Qtr 2,April,4,11.25,Undergraduate,Brainstorming,2,FALSE,4
Biology,Confused,2.8,2025,Qtr 2,April,5,22.65,Undergraduate,Writing,8,FALSE,3
Biology,Confused,1,2025,Qtr 2,April,8,26,High School,Writing,6,TRUE,2
Biology,Confused,2.5,2025,Qtr 2,April,8,10.77,Undergraduate,Studying,3,TRUE,3
Biology,Confused,1.2,2025,Qtr 2,April,13,18.36,High School,Studying,4,FALSE,2
Biology,Confused,4.1,2025,Qtr 2,April,14,45.19,Graduate,Writing,10,FALSE,4
Biology,Confused,3.9,2025,Qtr 2,April,15,38.43,Undergraduate,Homework Help,10,FALSE,5
Biology,Confused,3.6,2025,Qtr 2,April,16,45.57,High School,Homework Help,9,TRUE,4
Biology,Confused,4.5,2025,Qtr 2,April,17,9.37,Undergraduate,Homework Help,3,FALSE,4
Biology,Confused,2.8,2025,Qtr 2,April,18,24.46,Undergraduate,Homework Help,6,FALSE,3
Biology,Confused,4.3,2025,Qtr 2,April,18,6.9,Undergraduate,Studying,1,FALSE,3
Biology,Confused,3.5,2025,Qtr 2,April,19,27.14,High School,Coding,13,FALSE,4
Biology,Confused,2.6,2025,Qtr 2,April,21,24.95,Undergraduate,Writing,6,TRUE,3
Biology,Confused,4.5,2025,Qtr 2,April,22,13.85,Undergraduate,Homework Help,3,TRUE,5
Biology,Confused,5,2025,Qtr 2,April,23,2.21,Undergraduate,Writing,1,TRUE,5
Biology,Confused,3.6,2025,Qtr 2,April,24,9.08,High School,Homework Help,2,FALSE,4
Biology,Confused,6.8,2025,Qtr 2,April,28,21.9,Undergraduate,Homework Help,5,TRUE,6
Biology,Confused,3.8,2025,Qtr 2,April,28,13.2,Undergraduate,Studying,2,TRUE,4
Biology,Confused,2.4,2025,Qtr 2,April,29,15.25,Undergraduate,Homework Help,6,TRUE,2
Biology,Confused,5,2025,Qtr 2,May,2,14.2,Undergraduate,Homework Help,4,FALSE,5
Biology,Confused,5,2025,Qtr 2,May,2,45.1,Undergraduate,Writing,9,TRUE,4
Biology,Confused,4.1,2025,Qtr 2,May,3,29.68,High School,Writing,8,TRUE,3
Biology,Confused,5,2025,Qtr 2,May,5,1.53,Undergraduate,Research,1,TRUE,5
Biology,Confused,2,2025,Qtr 2,May,6,18.62,Undergraduate,Writing,4,TRUE,2
Biology,Confused,2.9,2025,Qtr 2,May,7,19.23,Undergraduate,Coding,6,FALSE,3
Biology,Confused,4.1,2025,Qtr 2,May,9,16.34,Undergraduate,Writing,4,FALSE,4
Biology,Confused,1.7,2025,Qtr 2,May,11,4.54,Undergraduate,Coding,1,TRUE,2
Biology,Confused,3.5,2025,Qtr 2,May,13,6.81,Undergraduate,Coding,1,FALSE,4
Biology,Confused,3.6,2025,Qtr 2,May,17,13.49,Undergraduate,Homework Help,3,TRUE,4
Biology,Confused,2.8,2025,Qtr 2,May,23,9.91,High School,Coding,4,TRUE,3
Biology,Confused,4.2,2025,Qtr 2,May,27,14.93,Graduate,Homework Help,3,TRUE,4
Biology,Confused,3.9,2025,Qtr 2,May,28,15.94,Undergraduate,Studying,4,TRUE,4
Biology,Confused,3.7,2025,Qtr 2,May,29,16.92,Undergraduate,Writing,3,FALSE,4
Biology,Confused,3.9,2025,Qtr 2,May,31,47.23,Undergraduate,Coding,10,FALSE,3
Biology,Confused,3.2,2025,Qtr 2,May,31,29.78,Undergraduate,Research,13,FALSE,4
Biology,Confused,2.4,2025,Qtr 2,June,4,51.3,High School,Writing,18,FALSE,3
Biology,Confused,4.1,2025,Qtr 2,June,6,34.63,High School,Writing,9,FALSE,4
Biology,Confused,4.7,2025,Qtr 2,June,7,38.64,Undergraduate,Coding,15,TRUE,5
Biology,Confused,2.7,2025,Qtr 2,June,7,9.89,Undergraduate,Homework Help,2,FALSE,3
Biology,Confused,4.1,2025,Qtr 2,June,7,8.96,Undergraduate,Studying,3,TRUE,5
Biology,Confused,3,2025,Qtr 2,June,8,16.04,Undergraduate,Studying,5,FALSE,3
Biology,Confused,3.2,2025,Qtr 2,June,11,17.83,Undergraduate,Coding,3,TRUE,3
Biology,Confused,3.4,2025,Qtr 2,June,13,20.27,Undergraduate,Studying,6,FALSE,3
Biology,Confused,5,2025,Qtr 2,June,14,10.99,High School,Writing,2,TRUE,4
Biology,Confused,3.8,2025,Qtr 2,June,15,11.85,High School,Coding,4,FALSE,5
Biology,Confused,2.7,2025,Qtr 2,June,16,14.43,Undergraduate,Homework Help,3,TRUE,1
Biology,Confused,1,2025,Qtr 2,June,17,59.02,Graduate,Coding,28,TRUE,1
Biology,Confused,2.7,2025,Qtr 2,June,17,21.69,Graduate,Writing,6,FALSE,4
Biology,Confused,8.8,2025,Qtr 2,June,17,46.07,Undergraduate,Studying,16,TRUE,9
Biology,Confused,2.6,2025,Qtr 2,June,22,11.76,High School,Writing,3,FALSE,3
Biology,Gave Up,5,2024,Qtr 3,July,2,6.31,Undergraduate,Coding,1,TRUE,4
Biology,Gave Up,4.5,2024,Qtr 3,July,10,8.12,Graduate,Writing,2,FALSE,4
Biology,Gave Up,3.8,2024,Qtr 3,July,18,33,Graduate,Studying,7,TRUE,4
Biology,Gave Up,2.8,2024,Qtr 3,July,19,29.93,Graduate,Homework Help,6,FALSE,3
Biology,Gave Up,5,2024,Qtr 3,July,23,37.49,Undergraduate,Writing,12,FALSE,5
Biology,Gave Up,3.5,2024,Qtr 3,July,29,18.4,Graduate,Studying,6,TRUE,4
Biology,Gave Up,4.1,2024,Qtr 3,August,2,48.9,Undergraduate,Brainstorming,20,TRUE,4
Biology,Gave Up,4.9,2024,Qtr 3,August,4,28.53,Undergraduate,Studying,10,FALSE,5
Biology,Gave Up,2.2,2024,Qtr 3,August,4,26.83,Undergraduate,Studying,7,TRUE,2
Biology,Gave Up,3.1,2024,Qtr 3,August,4,55.56,Undergraduate,Writing,12,TRUE,4
Biology,Gave Up,2.3,2024,Qtr 3,August,14,9.84,Graduate,Homework Help,2,FALSE,4
Biology,Gave Up,4,2024,Qtr 3,August,14,33.76,Undergraduate,Writing,6,FALSE,4
Biology,Gave Up,4.4,2024,Qtr 3,August,15,7.68,Graduate,Homework Help,1,FALSE,4
Biology,Gave Up,3.9,2024,Qtr 3,August,16,4.84,Graduate,Writing,1,TRUE,4
Biology,Gave Up,3.9,2024,Qtr 3,August,18,1.8,Graduate,Studying,1,FALSE,5
Biology,Gave Up,3.3,2024,Qtr 3,August,23,16.67,Graduate,Writing,7,FALSE,3
Biology,Gave Up,2.1,2024,Qtr 3,August,24,17.33,Undergraduate,Homework Help,4,TRUE,2
Biology,Gave Up,4,2024,Qtr 3,August,28,3.84,High School,Homework Help,1,TRUE,4
Biology,Gave Up,3.5,2024,Qtr 3,August,31,1.98,Undergraduate,Writing,1,TRUE,2
Biology,Gave Up,2.9,2024,Qtr 3,September,2,16.61,Undergraduate,Homework Help,7,FALSE,3
Biology,Gave Up,4.4,2024,Qtr 3,September,7,5.9,Undergraduate,Homework Help,1,TRUE,5
Biology,Gave Up,5,2024,Qtr 3,September,10,28.76,Undergraduate,Writing,9,FALSE,5
Biology,Gave Up,4.4,2024,Qtr 3,September,20,6.83,Graduate,Homework Help,1,TRUE,4
Biology,Gave Up,3.3,2024,Qtr 3,September,25,14.41,Undergraduate,Studying,3,FALSE,4
Biology,Gave Up,1,2024,Qtr 4,October,10,7.13,Undergraduate,Coding,3,TRUE,1
Biology,Gave Up,2.9,2024,Qtr 4,October,24,28.32,High School,Homework Help,6,TRUE,4
Biology,Gave Up,5,2024,Qtr 4,October,24,40.44,High School,Writing,12,FALSE,5
Biology,Gave Up,2.4,2024,Qtr 4,October,26,11.63,Graduate,Brainstorming,3,FALSE,3
Biology,Gave Up,2.1,2024,Qtr 4,November,2,19.43,Graduate,Studying,5,TRUE,3
Biology,Gave Up,3.7,2024,Qtr 4,November,3,33.45,Graduate,Writing,9,FALSE,4
Biology,Gave Up,4,2024,Qtr 4,November,7,2.38,High School,Writing,1,FALSE,3
Biology,Gave Up,3.5,2024,Qtr 4,November,18,19.55,Undergraduate,Homework Help,4,TRUE,3
Biology,Gave Up,3.1,2024,Qtr 4,November,20,12.81,Undergraduate,Writing,4,FALSE,2
Biology,Gave Up,3.1,2024,Qtr 4,November,24,10.7,Undergraduate,Coding,2,FALSE,3
Biology,Gave Up,3.5,2024,Qtr 4,December,7,18.56,Graduate,Brainstorming,3,FALSE,4
Biology,Gave Up,2.8,2024,Qtr 4,December,9,16.79,Undergraduate,Research,4,TRUE,4
Biology,Gave Up,3.8,2024,Qtr 4,December,11,2.4,Undergraduate,Coding,1,TRUE,3
Biology,Gave Up,3.5,2024,Qtr 4,December,11,12.78,Undergraduate,Homework Help,2,FALSE,2
Biology,Gave Up,3.9,2024,Qtr 4,December,11,35.22,Undergraduate,Studying,11,TRUE,4
Biology,Gave Up,3.6,2024,Qtr 4,December,14,13.66,Undergraduate,Homework Help,4,FALSE,4
Biology,Gave Up,2.5,2024,Qtr 4,December,21,2.43,Graduate,Homework Help,1,TRUE,3
Biology,Gave Up,1.7,2024,Qtr 4,December,24,5.57,Undergraduate,Homework Help,1,TRUE,2
